name,psnr,ssim,level
beautiful_smile_00346,31.703029411396862,0.9570091208356971,0
beautiful_smile_00347,27.710146991182523,0.9525925195404418,0
beautiful_smile_00349,17.88689514076936,0.7342834791747352,2
beautiful_smile_00351,27.68109746751572,0.8988054119205198,0
beautiful_smile_00354,25.658913880196298,0.8418583052614804,1
beautiful_smile_00355,30.33949424876191,0.9298518331258822,0
beautiful_smile_00358,33.04250858982523,0.9688399652644134,0
beautiful_smile_00359,21.61925953298603,0.830656535962817,1
beautiful_smile_00363,27.34727830303796,0.9412621594200489,0
beautiful_smile_00364,21.331809418376242,0.8372888213296719,1
beautiful_smile_00365,31.555291604564474,0.9623962170296256,0
beautiful_smile_00366,28.648067875761456,0.9284218259416097,0
beautiful_smile_00367,22.28459135688174,0.842418745621222,1
beautiful_smile_00369,24.948339538891226,0.8509716109373121,1
beautiful_smile_00370,26.82632344437776,0.9268051125250539,0
beautiful_smile_00372,24.955080410078633,0.8839125233066473,1
beautiful_smile_00374,20.297236187778886,0.7810448669908197,2
beautiful_smile_00376,28.86591468552002,0.9560464632143812,0
beautiful_smile_00377,19.13357101025221,0.8231759875925487,1
beautiful_smile_00378,22.31395476180954,0.7709916018253803,2
beautiful_smile_00379,22.025721765387317,0.8091584706871727,1
beautiful_smile_00383,28.055335988433892,0.9674246711261518,0
beautiful_smile_00388,27.11796204919555,0.8850012344745295,0
beautiful_smile_00392,18.396020890361076,0.6780012475735628,2
beautiful_smile_00394,19.997318418655126,0.7702259136885043,2
beautiful_smile_00396,29.255652814734702,0.9436490581336396,0
beautiful_smile_00397,18.076903973819636,0.6964733403992635,2
beautiful_smile_00400,21.15828436608219,0.7256949494198577,2
beautiful_smile_00404,18.614893887994615,0.717181299593656,2
beautiful_smile_00408,22.212843791562804,0.8594423133378715,1
beautiful_smile_00411,23.239422794629828,0.9125454176564247,0
beautiful_smile_00412,16.934403631500007,0.753719739352446,2
beautiful_smile_00418,21.699269218943833,0.809179483018277,1
beautiful_smile_00419,22.99898075544707,0.8571932880377523,1
beautiful_smile_00422,26.969033110060735,0.9185898317667962,0
beautiful_smile_00423,21.71316180406581,0.6997310149810586,2
beautiful_smile_00426,20.075277047583825,0.6001988396699836,3
beautiful_smile_00428,21.941387170487733,0.79734911227613,1
beautiful_smile_00429,33.486235839681385,0.9721906617584484,0
beautiful_smile_00430,25.060349731850163,0.8500213469838743,1
beautiful_smile_00432,19.384842012701625,0.7456501694670776,2
beautiful_smile_00434,27.3620660508319,0.8968322708647626,0
beautiful_smile_00436,21.139603921522404,0.8247959216939059,1
beautiful_smile_00437,20.697543829911407,0.821450940538766,1
beautiful_smile_00438,18.23025567628895,0.760391046531963,2
beautiful_smile_00441,20.821639092021897,0.792644441971074,1
beautiful_smile_00443,25.42567213846459,0.8885299921592299,0
beautiful_smile_00444,33.049177852929624,0.9813227867032677,0
beautiful_smile_00446,27.324105326998595,0.9032241169645027,0
beautiful_smile_00447,18.503505654516953,0.6996514808898929,2
beautiful_smile_00448,30.969529544773145,0.9678214845815571,0
beautiful_smile_00451,14.448848642559796,0.5700388157604355,3
beautiful_smile_00453,16.965770118786466,0.6185352371627107,3
beautiful_smile_00457,21.181748213193092,0.8218155932245237,1
beautiful_smile_00463,20.691983266924574,0.8156241481153386,1
beautiful_smile_00464,19.973626022231677,0.8033871092967373,1
beautiful_smile_00465,26.355078266517978,0.8584911142639486,1
beautiful_smile_00466,22.60550438268276,0.8622311914166396,1
beautiful_smile_00467,21.988020274584944,0.8657996232118013,1
beautiful_smile_00470,20.190405417896077,0.7506665315050797,2
beautiful_smile_00471,19.74169007910956,0.5088065962696127,3
beautiful_smile_00472,30.99080454176181,0.9633888709844043,0
beautiful_smile_00473,18.672323420378124,0.7836291971702943,2
beautiful_smile_00474,24.421856075434793,0.7819470949423757,2
beautiful_smile_00475,23.552008372624265,0.7876328654906034,1
beautiful_smile_00476,18.197590998580115,0.7108402787667083,2
beautiful_smile_00478,31.796050269321565,0.9225010523747766,0
beautiful_smile_00479,18.706833148629155,0.3650091491144463,3
beautiful_smile_00481,36.417942428736644,0.9799462234852621,0
beautiful_smile_00482,21.771130981361626,0.8029949810935509,1
beautiful_smile_00486,24.517967408391605,0.8646305147236555,1
beautiful_smile_00490,21.479965733862898,0.7678844167900835,2
beautiful_smile_00494,27.10255828215068,0.9364387815050719,0
beautiful_smile_00495,18.252328570013383,0.6913296373303514,2
beautiful_smile_00500,23.66682326174471,0.7447836061451021,2
beautiful_smile_00501,23.14500451669457,0.7904471195501663,1
beautiful_smile_00502,23.950514224428087,0.7866578267007502,1
beautiful_smile_00505,24.42118761941714,0.7920127596801035,1
beautiful_smile_00506,18.384273418767055,0.5132656500383026,3
beautiful_smile_00508,20.67085307735093,0.7941299290340653,1
beautiful_smile_00510,30.599394095123273,0.9565229294522501,0
beautiful_smile_00511,22.077754419104842,0.8526922758571983,1
beautiful_smile_00512,24.69232887010772,0.8870613482699256,0
beautiful_smile_00516,31.38027346953045,0.9697195223369743,0
beautiful_smile_00519,25.597609051474322,0.9053821647213627,0
beautiful_smile_00520,22.200961870933135,0.8624087767300682,1
beautiful_smile_00521,29.291363782334805,0.9595076916696308,0
beautiful_smile_00523,20.36626865912745,0.7836564497094123,2
beautiful_smile_00524,22.979554912332656,0.8796478931438045,1
beautiful_smile_00525,20.070799054647132,0.7620465864812475,2
beautiful_smile_00526,25.338467882740822,0.8651701563714788,1
beautiful_smile_00529,17.193403163768984,0.5725727930496596,3
beautiful_smile_00531,16.876958688119693,0.5922514152266255,3
beautiful_smile_00536,23.24167313714268,0.7779886675972638,2
beautiful_smile_00537,30.32742464576334,0.959643479213306,0
beautiful_smile_00538,29.314458600098284,0.9571175381319944,0
beautiful_smile_00541,24.03328240884666,0.8002306516114521,1
beautiful_smile_00542,24.70433612480205,0.8756346676777846,1
beautiful_smile_00545,19.382944300936597,0.7573975286479966,2
beautiful_smile_00548,21.50159785332717,0.8547410595315366,1
beautiful_smile_00551,17.686784241731218,0.6721956898550709,2
beautiful_smile_00555,25.032574130022788,0.8929862436636552,0
beautiful_smile_00556,26.345074279496316,0.8739360135670101,1
beautiful_smile_00557,16.95075404156396,0.6745857966599385,2
beautiful_smile_00558,23.33839359636533,0.8079584136219702,1
beautiful_smile_00560,28.7494762758112,0.9170547534026022,0
beautiful_smile_00564,27.801289478503467,0.94587654162965,0
beautiful_smile_00569,24.768036698896807,0.8801078235879592,1
beautiful_smile_00571,27.938611910143592,0.9599666274861681,0
beautiful_smile_00572,17.172277655656686,0.736380962712877,2
beautiful_smile_00574,25.821652287652228,0.8934332359889997,0
beautiful_smile_00576,27.661330436801798,0.9410821670300653,0
beautiful_smile_00577,23.915183372154164,0.8950124797953084,0
beautiful_smile_00584,18.441272396204667,0.8201547570410924,1
beautiful_smile_00585,31.439396483821138,0.9700632806109774,0
beautiful_smile_00589,25.93755420663769,0.8898041784384316,0
beautiful_smile_00590,25.25893038498183,0.8758429588906851,1
beautiful_smile_00592,20.674033521179027,0.7338166166081156,2
beautiful_smile_00594,26.132138393209896,0.9163722562350722,0
beautiful_smile_00596,21.595980732855043,0.7749020101333924,2
beautiful_smile_00598,29.130473394115768,0.9547773431306046,0
beautiful_smile_00599,30.08032055685795,0.9682324357112946,0
beautiful_smile_00600,25.821952550391526,0.8664923687189603,1
beautiful_smile_00602,24.51094462758199,0.8601964736382354,1
beautiful_smile_00603,28.51714643912087,0.9445332797137193,0
beautiful_smile_00604,28.486845018535057,0.953977958810359,0
beautiful_smile_00605,19.28937656427468,0.7249214053494444,2
beautiful_smile_00615,31.79476093618531,0.9747340224027163,0
beautiful_smile_00617,25.649652460084003,0.8692283713062665,1
beautiful_smile_00620,28.10561601792252,0.9490265519829503,0
beautiful_smile_00621,22.606377244180894,0.8766118634754597,1
beautiful_smile_00624,27.59986047664489,0.8968158914095846,0
beautiful_smile_00626,24.91074764504755,0.9175752803549005,0
beautiful_smile_00629,22.943344909225317,0.9175896846956584,0
beautiful_smile_00630,29.015797728646632,0.9227227292957371,0
beautiful_smile_00632,22.899849287512186,0.808086764131791,1
beautiful_smile_00633,20.610886089699463,0.7457447758771828,2
beautiful_smile_00634,27.385621323747955,0.9316098672499558,0
beautiful_smile_00635,29.176052376825268,0.9437437897997729,0
beautiful_smile_00636,16.882954611016366,0.7191164753793767,2
beautiful_smile_00638,21.39339365533353,0.8734306049534323,1
beautiful_smile_00639,20.25142813541184,0.8318927924869757,1
beautiful_smile_00642,21.15375376235784,0.8495966785111746,1
beautiful_smile_00643,21.68179254528514,0.8724534135908233,1
beautiful_smile_00647,22.399325193351057,0.8448679643285248,1
beautiful_smile_00648,28.351161044517454,0.945080804041433,0
beautiful_smile_00652,30.45208028785437,0.9708271457596808,0
beautiful_smile_00653,27.921636620479873,0.9368637935186814,0
beautiful_smile_00654,28.29732968518682,0.9463806504093435,0
beautiful_smile_00655,26.864558452465097,0.847912570064179,1
beautiful_smile_00661,32.754035023596984,0.9547997414334257,0
beautiful_smile_00662,25.229524455213557,0.8668350446430123,1
beautiful_smile_00667,22.64832191564221,0.7006394425825426,2
beautiful_smile_00669,24.052616736979886,0.9034955863825581,0
beautiful_smile_00672,34.76986025004947,0.9705511452124537,0
beautiful_smile_00676,30.731367514425195,0.948058786612634,0
beautiful_smile_00683,28.618076114812382,0.9439498875935084,0
beautiful_smile_00684,26.41473347443348,0.9169636243999889,0
beautiful_smile_00685,29.66215089073765,0.9432831908317715,0
beautiful_smile_00686,36.29284996489059,0.9847637643112883,0
beautiful_smile_00687,20.639867496850577,0.820992991571685,1
beautiful_smile_00688,22.13894162702597,0.8582468505191814,1
beautiful_smile_00689,22.972992373992586,0.835522988301018,1
beautiful_smile_00690,28.418140459786795,0.9454020897933267,0
beautiful_smile_00692,29.906837056894794,0.955671660461126,0
beautiful_smile_00693,21.28306979688567,0.7786988244599269,2
beautiful_smile_00694,23.774419358248863,0.8320012456072929,1
beautiful_smile_00697,19.106761699871058,0.6652616297929861,2
beautiful_smile_00699,23.5303633782492,0.848341620348829,1
beautiful_smile_00704,23.704552736369457,0.9033624693952201,0
beautiful_smile_00707,22.52514044415147,0.816409791235233,1
beautiful_smile_00708,28.22486145821955,0.9482551446633845,0
beautiful_smile_00714,21.230523832382445,0.7231104665412874,2
beautiful_smile_00717,24.45372952481079,0.8553786251248708,1
beautiful_smile_00720,20.39718955281819,0.8208479970675332,1
beautiful_smile_00721,22.109401266364735,0.9067815139924038,0
beautiful_smile_00723,22.11129281353817,0.8324571384466499,1
beautiful_smile_00725,19.78427319206294,0.7619606805712562,2
beautiful_smile_00729,34.46772711700963,0.9743268148509575,0
beautiful_smile_00730,19.564085224205527,0.6896603500293297,2
beautiful_smile_00731,18.90678476957238,0.7278073492219724,2
beautiful_smile_00732,21.218465573484174,0.7932086801273883,1
beautiful_smile_00733,19.79183802822804,0.7983902044436528,1
beautiful_smile_00734,26.872049345802566,0.8794660923195923,1
beautiful_smile_00735,19.77213113659487,0.6503983596408562,3
beautiful_smile_00738,18.830254633867963,0.6040061365070933,3
beautiful_smile_00742,25.1349289083728,0.864503033557159,1
beautiful_smile_00743,25.72296209685941,0.9374061795302545,0
beautiful_smile_00744,27.890121694368638,0.9628164491559791,0
beautiful_smile_00745,20.06872417541394,0.8310979087209202,1
beautiful_smile_00747,23.3690069107581,0.8863479655354125,0
beautiful_smile_00752,19.485554048345247,0.7454979275330559,2
beautiful_smile_00753,24.528919566935965,0.8879596277481235,0
beautiful_smile_00755,27.73751658388234,0.9200824599369891,0
beautiful_smile_00763,21.055096329266668,0.8336464205686527,1
beautiful_smile_00764,21.917297811802303,0.8456572044446867,1
beautiful_smile_00766,21.4522359046035,0.84241255312731,1
beautiful_smile_00767,35.069545971253525,0.9769529851837854,0
beautiful_smile_00768,22.288585617697294,0.8339396143653623,1
beautiful_smile_00770,21.766442230277462,0.8166665542687609,1
beautiful_smile_00772,22.859673817807288,0.849860425538014,1
beautiful_smile_00773,29.002447336630816,0.920309995235646,0
beautiful_smile_00774,19.976382924043993,0.8358917580909856,1
beautiful_smile_00777,19.74366392815179,0.7851269135427988,1
beautiful_smile_00779,22.669638711010094,0.8993794333786147,0
beautiful_smile_00780,24.113103531122803,0.8256404035640362,1
beautiful_smile_00782,20.64290682425275,0.7964265353464176,1
beautiful_smile_00784,20.651944345507054,0.7364740094028276,2
beautiful_smile_00785,29.13690620730228,0.9520712012258822,0
beautiful_smile_00786,27.128373687288388,0.8960929119473818,0
beautiful_smile_00787,18.977687525195766,0.6571082003483283,3
beautiful_smile_00788,25.102116539465122,0.8976217596674505,0
beautiful_smile_00791,28.991872679478266,0.9579227853577247,0
beautiful_smile_00793,17.40570462712283,0.6809901740801332,2
beautiful_smile_00796,18.050537941107425,0.7679433386669536,2
beautiful_smile_00802,21.75690591832013,0.8026963476719101,1
beautiful_smile_00804,21.348712148320246,0.7807617264815879,2
beautiful_smile_00807,26.34646468529468,0.9114491387441136,0
beautiful_smile_00808,29.840631535543594,0.9657354456289955,0
beautiful_smile_00809,20.849702765493102,0.7307038246619406,2
beautiful_smile_00812,27.85549737572822,0.9386117247686458,0
beautiful_smile_00817,19.11904809888087,0.7415123823741523,2
beautiful_smile_00818,22.3817207876162,0.8609879799074972,1
beautiful_smile_00819,22.99515925983838,0.848328824470083,1
beautiful_smile_00821,27.18152512112305,0.8666374385830383,1
beautiful_smile_00822,25.384374789519363,0.9303171494599137,0
beautiful_smile_00829,28.66485592779432,0.964642217404725,0
beautiful_smile_00830,14.525798264985836,0.577386733709644,3
beautiful_smile_00834,16.027474102819845,0.5264579711717159,3
beautiful_smile_00837,15.650649142629433,0.5277388379751227,3
beautiful_smile_00839,25.79369757522638,0.8240053921066257,1
beautiful_smile_00841,16.88580837074823,0.5891109002485587,3
beautiful_smile_00842,21.79389239680858,0.8279827023802295,1
beautiful_smile_00846,25.756464206257235,0.8429956436631606,1
beautiful_smile_00849,34.96336171672044,0.9876694168163012,0
beautiful_smile_00855,26.642707791318394,0.9234712806656714,0
beautiful_smile_00857,31.046914772891338,0.9644161755868212,0
beautiful_smile_00858,18.317154012078888,0.7420173706577358,2
beautiful_smile_00866,16.14839681602168,0.598338426381773,3
beautiful_smile_00867,27.545045160401656,0.8985711443973762,0
beautiful_smile_00875,20.761573525217415,0.8722196412623925,1
beautiful_smile_00876,21.28876745412517,0.8534405257404643,1
beautiful_smile_00878,27.92339944776557,0.9605179813272167,0
beautiful_smile_00883,23.24684361549467,0.8062849686216015,1
beautiful_smile_00886,23.209944112310957,0.7522386436238253,2
beautiful_smile_00888,21.194117384241622,0.7321690565730165,2
beautiful_smile_00889,22.576936818186148,0.853590313809607,1
beautiful_smile_00890,23.457071814896054,0.8202414680443094,1
beautiful_smile_00892,27.2889379101839,0.956638741754725,0
beautiful_smile_00896,19.540597715600843,0.79971672180526,1
beautiful_smile_00897,27.927975419751455,0.9548419882237964,0
beautiful_smile_00900,20.54637050264265,0.7884054350747725,1
beautiful_smile_00901,27.297102309592272,0.9310437097151917,0
beautiful_smile_00908,24.228961282063167,0.9017402655243648,0
beautiful_smile_00911,32.15265872746473,0.9842528669759003,0
beautiful_smile_00916,28.361328456164124,0.9387059419839251,0
beautiful_smile_00919,22.158532817166446,0.9037806284959975,0
beautiful_smile_00920,22.082226955109043,0.8913570883485877,0
beautiful_smile_00921,26.857940017893714,0.9200573300878131,0
beautiful_smile_00924,23.039375437131962,0.8322199241422257,1
beautiful_smile_00925,23.298286485556474,0.8134067808691136,1
beautiful_smile_00927,26.137403898448916,0.9032869772169497,0
beautiful_smile_00928,24.6058445826168,0.9238044329450181,0
beautiful_smile_00929,29.170896279418503,0.948549347028718,0
beautiful_smile_00930,23.993753049581635,0.8589627683076244,1
beautiful_smile_00932,22.17402054048327,0.853829061351675,1
beautiful_smile_00933,28.287196018339365,0.8609615436250193,1
beautiful_smile_00934,28.03734512854131,0.7830613285647559,2
beautiful_smile_00935,27.807833634764126,0.9002816362058773,0
beautiful_smile_00936,27.466076499922888,0.9515987975275009,0
beautiful_smile_00937,27.35278158403905,0.9335274853225467,0
beautiful_smile_00941,23.552110907332864,0.89782277348255,0
beautiful_smile_00945,22.87307524351082,0.836743298323037,1
beautiful_smile_00946,33.22456783805422,0.9650318081488101,0
beautiful_smile_00948,26.644719876609805,0.956366262047898,0
beautiful_smile_00951,16.583951189513375,0.6344140836077079,3
beautiful_smile_00952,30.92155099210352,0.9643146607843524,0
beautiful_smile_00953,23.07353815087604,0.8577182969206991,1
beautiful_smile_00954,21.786363394033362,0.7750460576422088,2
beautiful_smile_00960,25.207340608213507,0.876644269646243,1
beautiful_smile_00961,32.05272264181305,0.9745001380979462,0
beautiful_smile_00965,23.549799828675916,0.7290577984722448,2
beautiful_smile_00967,22.347496218979327,0.8280659512432839,1
beautiful_smile_00969,18.332851963906737,0.6894386901887631,2
beautiful_smile_00971,29.83358229179987,0.9492158094537073,0
beautiful_smile_00972,29.37214305168233,0.9356895825912358,0
beautiful_smile_00982,25.785584914394462,0.7666166908037256,2
beautiful_smile_00983,24.537884081637905,0.7397774809134592,2
beautiful_smile_00985,26.07356433608457,0.8445509090859966,1
beautiful_smile_00990,20.922560359344523,0.7528675196561059,2
beautiful_smile_00996,27.57206506310621,0.8734431139321107,1
beautiful_smile_00998,21.15159862907639,0.7398241665900593,2
beautiful_smile_00999,22.60069139102029,0.7376493633058794,2
beautiful_smile_01000,24.75934434424915,0.8748438431732973,1
beautiful_smile_01001,22.261817947625147,0.8446231650889805,1
beautiful_smile_01003,27.341762706566296,0.9048842427741907,0
beautiful_smile_01004,16.82017910699621,0.5200083606685079,3
beautiful_smile_01005,21.163765269016675,0.6444274202239625,3
beautiful_smile_01007,26.96568369940621,0.9018667710909791,0
beautiful_smile_01012,17.195035932302602,0.6337874745886047,3
beautiful_smile_01016,22.895742385949678,0.8801555676888717,1
beautiful_smile_01017,25.819092032622066,0.8940884196055143,0
beautiful_smile_01018,28.8893763849213,0.9482071069797237,0
beautiful_smile_01019,22.02075498424028,0.7808053063561629,2
beautiful_smile_01023,19.157409126583307,0.7255151896127442,2
beautiful_smile_01024,17.129273959800003,0.5747056908948315,3
beautiful_smile_01026,20.99986977682576,0.8084377807506092,1
beautiful_smile_01028,27.336410768286758,0.9290594176790397,0
beautiful_smile_01033,24.141969546584164,0.7953416013615787,1
beautiful_smile_01034,28.480101622824016,0.9203508889698356,0
beautiful_smile_01035,28.660599494373994,0.9084639408912486,0
beautiful_smile_01039,26.80693650827503,0.8427796847348277,1
beautiful_smile_01040,16.523652849079546,0.6377218427258928,3
beautiful_smile_01041,19.32427896938773,0.7326585494485955,2
beautiful_smile_01043,26.995774863442357,0.8527661591432585,1
beautiful_smile_01044,19.258223006551244,0.7928117498413492,1
beautiful_smile_01046,21.453306729090254,0.7695179975249514,2
beautiful_smile_01047,24.37319802341332,0.8570192794618234,1
beautiful_smile_01049,15.972663074311534,0.6433323588294556,3
beautiful_smile_01058,24.75833275503634,0.7831954836390157,2
beautiful_smile_01060,30.95019156759358,0.9623299301856314,0
beautiful_smile_01068,28.990945006749534,0.9207240452518676,0
beautiful_smile_01069,19.32757002165738,0.7475902193729602,2
